"symbol","date","open","high","low","close","volume","adjusted","returns"
"^JKSE",2010-03-29,2813.49096679688,2813.7958984375,2780.42993164062,2794.77099609375,46152900,2794.662109375,-0.0065305207336505
"^JKSE",2010-03-30,2795.17993164062,2818.94091796875,2787.5048828125,2798.26806640625,41374000,2798.1591796875,0.00125050825826173
"^JKSE",2010-03-31,2798.67700195312,2809.47290039062,2758.26196289062,2777.30102539062,41736300,2777.19287109375,-0.0075210761472014
"^JKSE",2010-04-01,2777.7041015625,2834.24096679688,2777.7041015625,2829.99609375,42051100,2829.88598632812,0.0187957294114953
"^JKSE",2010-04-05,2831.03100585938,2890.17602539062,2831.03100585938,2887.24609375,44192300,2887.1337890625,0.0200278077273145
"^JKSE",2010-04-06,2888.80590820312,2911.462890625,2871.7470703125,2880.96899414062,84458100,2880.85693359375,-0.00217644522320002
"^JKSE",2010-04-07,2881.37109375,2916.10888671875,2881.37109375,2898.58203125,65778000,2898.46923828125,0.00609496881574427
"^JKSE",2010-04-08,2898.17993164062,2898.17993164062,2837.39990234375,2850.833984375,51323800,2850.72290039062,-0.0166100851033143
"^JKSE",2010-04-09,2850.63305664062,2870.96899414062,2833.24389648438,2845.01098632812,42393300,2844.900390625,-0.00204464837278923
"^JKSE",2010-04-12,2845.61401367188,2882.71411132812,2845.61401367188,2881.3330078125,50485000,2881.22094726562,0.0126861078031642
"^JKSE",2010-04-13,2881.02807617188,2884.94604492188,2856.2490234375,2884.69995117188,49876500,2884.58764648438,0.00116785449060111
"^JKSE",2010-04-14,2884.90087890625,2897.3291015625,2875.2529296875,2885.01489257812,50442600,2884.90258789062,0.000109170527518827
"^JKSE",2010-04-15,2885.11596679688,2913.71801757812,2885.11596679688,2900.53002929688,57186200,2900.41723632812,0.00536342699644051
"^JKSE",2010-04-16,2900.833984375,2903.27807617188,2860.92700195312,2878.6708984375,36312000,2878.55883789062,-0.00756479498650041
"^JKSE",2010-04-19,2877.96801757812,2877.96801757812,2811.7880859375,2840.42504882812,37623100,2840.31469726562,-0.0133749879740804
"^JKSE",2010-04-20,2840.6259765625,2892.6201171875,2840.6259765625,2891.27001953125,40735900,2891.15747070312,0.0177421526633562
"^JKSE",2010-04-21,2891.47094726562,2916.55200195312,2891.47094726562,2912.82592773438,65446100,2912.71264648438,0.00742786043089609
"^JKSE",2010-04-22,2912.72607421875,2927.39404296875,2883.01391601562,2926.53198242188,50073500,2926.41796875,0.00469437909736699
"^JKSE",2010-04-23,2926.1298828125,2926.38891601562,2907.03002929688,2924.73095703125,38537700,2924.61694335938,-0.000615602295141612
"^JKSE",2010-04-26,2924.93188476562,2954.8291015625,2924.93188476562,2944.708984375,40750000,2944.59448242188,0.006807499419032
"^JKSE",2010-04-27,2943.67700195312,2944.43994140625,2930.4189453125,2939.29907226562,42008700,2939.18481445312,-0.00183885323803525
"^JKSE",2010-04-28,2938.998046875,2938.998046875,2875.66796875,2903.31909179688,51624300,2903.2060546875,-0.0123165451843808
"^JKSE",2010-04-29,2903.52001953125,2927.96411132812,2903.52001953125,2926.86010742188,61415100,2926.74609375,0.00807561577686853
"^JKSE",2010-04-30,2927.26098632812,2972.9169921875,2927.26098632812,2971.251953125,52354600,2971.13647460938,0.0150531843085354
"^JKSE",2010-05-03,2971.7470703125,2982.35791015625,2950.43188476562,2960.89501953125,40869300,2960.77978515625,-0.00349180293904571
"^JKSE",2010-05-04,2961.291015625,2996.4189453125,2946.4189453125,2959.01489257812,39115500,2958.89990234375,-0.00063518771206051
"^JKSE",2010-05-05,2958.52001953125,2958.52001953125,2834.962890625,2846.23901367188,64284400,2846.12817382812,-0.038857927924598
"^JKSE",2010-05-06,2846.041015625,2846.041015625,2748.67895507812,2810.61596679688,49674100,2810.50659179688,-0.0125948138680503
"^JKSE",2010-05-07,2808.73510742188,2808.73510742188,2705.205078125,2739.3330078125,35710700,2739.22631835938,-0.0256892016285179
"^JKSE",2010-05-10,2739.92700195312,2860.05004882812,2739.92700195312,2850.42700195312,57259100,2850.31591796875,0.0397543453436238
"^JKSE",2010-05-11,2850.82299804688,2865.47802734375,2808.56811523438,2812.89111328125,50915600,2812.78173828125,-0.013255987942343
"^JKSE",2010-05-12,2812.98999023438,2849.07592773438,2812.98999023438,2847.6220703125,27651200,2847.51098632812,0.0122714643513325
"^JKSE",2010-05-14,2847.126953125,2869.48608398438,2843.84790039062,2858.38500976562,27961400,2858.27392578125,0.00377249872518331
"^JKSE",2010-05-17,2857.98901367188,2857.98901367188,2780.39404296875,2819.46997070312,26022700,2819.36010742188,-0.0137078698056143
"^JKSE",2010-05-18,2820.47607421875,2837.56494140625,2818.8359375,2834.18603515625,31953300,2834.07568359375,0.00520586950212692
"^JKSE",2010-05-19,2833.69091796875,2833.69091796875,2721.72509765625,2729.48388671875,47880900,2729.37768554688,-0.0376422442950534
"^JKSE",2010-05-20,2730.2880859375,2763.88110351562,2660.11889648438,2694.2490234375,49228600,2694.14428710938,-0.0129930288072062
"^JKSE",2010-05-21,2692.6650390625,2692.6650390625,2584.96899414062,2623.22094726562,41668500,2623.11889648438,-0.0267165781301881
"^JKSE",2010-05-24,2623.71606445312,2672.86206054688,2600.85205078125,2609.61010742188,54224200,2609.50854492188,-0.00520210585669442
"^JKSE",2010-05-25,2609.01611328125,2609.01611328125,2502.05395507812,2514.11889648438,71613600,2514.02099609375,-0.0372784232476332
"^JKSE",2010-05-26,2514.91088867188,2701.99194335938,2514.91088867188,2696.78002929688,96599900,2696.67504882812,0.0701360767783912
"^JKSE",2010-05-27,2696.28491210938,2732.06201171875,2618.28295898438,2713.92309570312,100495800,2713.8173828125,0.00633674528955272
"^JKSE",2010-05-31,2714.31909179688,2799.45288085938,2714.31909179688,2796.95703125,56586900,2796.84814453125,0.0301368267934745
"^JKSE",2010-06-01,2796.65991210938,2796.65991210938,2724.11108398438,2724.61499023438,5.5e+07,2724.50903320312,-0.026204921514183
"^JKSE",2010-06-02,2725.01098632812,2771.28100585938,2721.19409179688,2733.67797851562,59242600,2733.57177734375,0.00332081720856372
"^JKSE",2010-06-03,2734.17309570312,2811.83203125,2734.17309570312,2810.97705078125,63368500,2810.86767578125,0.0278841804603743
"^JKSE",2010-06-04,2810.8779296875,2823.86401367188,2791.455078125,2823.2509765625,49708300,2823.14111328125,0.00435692170702564
"^JKSE",2010-06-07,2820.875,2820.875,2698.28100585938,2750.23291015625,39668300,2750.1259765625,-0.0262034468273305
"^JKSE",2010-06-08,2750.35302734375,2781.35107421875,2750.35302734375,2779.98291015625,43080100,2779.87475585938,0.0107591775634736
"^JKSE",2010-06-09,2779.78491210938,2794.17993164062,2765.34790039062,2785.79296875,40994900,2785.68481445312,0.00208778104996674
"^JKSE",2010-06-10,2786.18896484375,2792.52392578125,2758.1630859375,2770.787109375,34594200,2770.67944335938,-0.00540112646392347
"^JKSE",2010-06-11,2771.47998046875,2817.40698242188,2771.47998046875,2801.89892578125,30751100,2801.78979492188,0.0111659402508822
"^JKSE",2010-06-14,2802.09692382812,2826.95703125,2802.09692382812,2826.8369140625,24995300,2826.72705078125,0.00886101325878509
"^JKSE",2010-06-15,2827.03491210938,2850.03198242188,2824.38305664062,2830.17309570312,37229900,2830.06298828125,0.00117948599052742
"^JKSE",2010-06-16,2830.66796875,2877.85400390625,2830.66796875,2858.65893554688,37776100,2858.5478515625,0.0100147368630464
"^JKSE",2010-06-17,2856.36889648438,2897.60791015625,2856.36889648438,2891.09790039062,49582800,2890.9853515625,0.0112837151038115
"^JKSE",2010-06-18,2891.2958984375,2932.06396484375,2891.2958984375,2929.58911132812,63241400,2929.47509765625,0.0132258518425906
"^JKSE",2010-06-21,2929.98510742188,2981.27807617188,2926.07788085938,2941.90307617188,54836200,2941.78857421875,0.00419449860602693
"^JKSE",2010-06-22,2940.89697265625,2956.81005859375,2921.30004882812,2934.58911132812,34480600,2934.47485351562,-0.0024892294202012
"^JKSE",2010-06-23,2933.89599609375,2933.89599609375,2899.26611328125,2924.7900390625,45910300,2924.67602539062,-0.00334475074904384
"^JKSE",2010-06-24,2924.88891601562,2946.5439453125,2908.34790039062,2914.09497070312,40566000,2913.98168945312,-0.00366339816679708
"^JKSE",2010-06-25,2913.79809570312,2949.416015625,2904.39208984375,2947.02294921875,25184500,2946.908203125,0.0112361926172146
"^JKSE",2010-06-28,2947.21997070312,2975.89599609375,2945.22290039062,2955.73193359375,29699400,2955.61694335938,0.00295082240995896
"^JKSE",2010-06-29,2955.8310546875,2960.81103515625,2872.4169921875,2893.37109375,27437700,2893.25854492188,-0.0213240226964449
"^JKSE",2010-06-30,2892.580078125,2918.06298828125,2844.44799804688,2913.68408203125,24859700,2913.57080078125,0.00699599728818521
"^JKSE",2010-07-01,2912.88110351562,2912.88110351562,2860.912109375,2874.248046875,38617700,2874.13623046875,-0.0136271969160381
"^JKSE",2010-07-02,2874.84106445312,2891.18505859375,2861.22509765625,2871.55395507812,24510400,2871.44213867188,-0.00093776012239541
"^JKSE",2010-07-05,2871.94897460938,2885.35498046875,2869.07495117188,2877.30395507812,22568500,2877.19189453125,0.00200039799462474
"^JKSE",2010-07-06,2877.40307617188,2912.0830078125,2864.74609375,2910.64794921875,24580200,2910.53466796875,0.0115219903608354
"^JKSE",2010-07-07,2910.52807617188,2913.84399414062,2890.28588867188,2902.0439453125,20540500,2901.93115234375,-0.00296042189960381
"^JKSE",2010-07-08,2902.63403320312,2936.25903320312,2902.63403320312,2915.90795898438,41989100,2915.79467773438,0.00476595205410293
"^JKSE",2010-07-09,2916.20190429688,2943.9599609375,2909.666015625,2943.89599609375,42852300,2943.78149414062,0.00955262331484252
"^JKSE",2010-07-12,2942.126953125,2972.56201171875,2940.60400390625,2958.791015625,34634600,2958.67602539062,0.00504687140533619
"^JKSE",2010-07-13,2957.79296875,2978.50610351562,2946.40795898438,2961.51196289062,27671900,2961.39672851562,0.000919191962667986
"^JKSE",2010-07-14,2961.708984375,2994.5869140625,2961.708984375,2981.05908203125,39458200,2980.94287109375,0.00657869783686444
"^JKSE",2010-07-15,2980.06103515625,2987.0419921875,2956.88891601562,2980.59692382812,45256300,2980.48071289062,-0.000155043566283086
"^JKSE",2010-07-16,2980.47802734375,2992.44995117188,2972.26611328125,2992.44995117188,43437600,2992.33349609375,0.00396884308815625
"^JKSE",2010-07-19,2992.15502929688,2992.15502929688,2948.02905273438,2975.57202148438,29147800,2975.45629882812,-0.00565613691142712
"^JKSE",2010-07-20,2975.86694335938,2995.44091796875,2970.79809570312,2995.44091796875,42827800,2995.32446289062,0.0066551421074106
"^JKSE",2010-07-21,2995.73608398438,3014.48095703125,2994.2119140625,3013.40087890625,50624800,3013.28369140625,0.0059778622994642
"^JKSE",2010-07-22,3013.69604492188,3019.01196289062,2997.30493164062,3009.92309570312,42180100,3009.80590820312,-0.00115477221688669
"^JKSE",2010-07-23,3010.31494140625,3051.36499023438,3010.31494140625,3042.02001953125,51153000,3041.90161132812,0.0106072460238375
"^JKSE",2010-07-26,3042.11791992188,3062.95288085938,3014.55102539062,3023.69897460938,41815100,3023.58129882812,-0.00604086692903128
"^JKSE",2010-07-27,3023.99291992188,3061.626953125,3023.99291992188,3041.67797851562,38118200,3041.5595703125,0.00592842182866787
"^JKSE",2010-07-28,3041.5791015625,3064.7890625,3041.5791015625,3057.47509765625,39927800,3057.35595703125,0.00518011411347149
"^JKSE",2010-07-29,3057.96704101562,3097.19311523438,3056.6708984375,3096.81591796875,45659200,3096.6953125,0.0127850165316224
"^JKSE",2010-07-30,3096.71801757812,3104.0791015625,3054.09692382812,3069.28002929688,33560600,3069.16064453125,-0.00893144445158001
"^JKSE",2010-08-02,3070.27807617188,3083.86010742188,3048.5859375,3058.97900390625,29613000,3058.85986328125,-0.00336181451746295
"^JKSE",2010-08-03,3059.3720703125,3084.16796875,2965.55810546875,2973.65600585938,43158300,2973.54028320312,-0.0282890272479024
"^JKSE",2010-08-04,2973.85302734375,3001.1201171875,2959.75390625,2983.2470703125,30313800,2983.130859375,0.0032201540358382
"^JKSE",2010-08-05,2983.8369140625,3046.8740234375,2983.8369140625,3044.94091796875,35892100,3044.82250976562,0.0204691697861347
"^JKSE",2010-08-06,3045.43188476562,3062.68310546875,3031.42602539062,3060.59301757812,27844700,3060.47387695312,0.00512719577462106
"^JKSE",2010-08-09,3057.54809570312,3082.78491210938,3056.17407226562,3082.59790039062,24487600,3082.47778320312,0.00716402183154952
"^JKSE",2010-08-10,3082.99096679688,3083.2880859375,3047.21899414062,3057.16088867188,23919300,3057.04174804688,-0.0082860444950674
"^JKSE",2010-08-11,3054.63598632812,3061.8779296875,3022.49609375,3035.31811523438,28779900,3035.19995117188,-0.00717043653688079
"^JKSE",2010-08-12,3034.23803710938,3034.23803710938,2993.76904296875,3025.64404296875,25851700,3025.5263671875,-0.00319225899401051
"^JKSE",2010-08-13,3025.74291992188,3053.56591796875,3025.74291992188,3053.01000976562,22483700,3052.89111328125,0.00900401682491353
"^JKSE",2010-08-16,3052.91088867188,3059.0400390625,3032.42504882812,3052.59912109375,26005500,3052.48022460938,-0.000134593834517993
"^JKSE",2010-08-18,3053.35595703125,3072.82788085938,3045.22192382812,3072.0869140625,35134300,3071.96728515625,0.00636370864495847
"^JKSE",2010-08-19,3072.47705078125,3118.373046875,3072.47705078125,3105.35009765625,57274200,3105.22924804688,0.0107693546744142
"^JKSE",2010-08-20,3103.36596679688,3118.65209960938,3084.98608398438,3117.71997070312,44632400,3117.5986328125,0.00397549415406978
"^JKSE",2010-08-23,3117.42700195312,3129.65698242188,3107.76391601562,3128.73388671875,55150900,3128.61206054688,0.00352645762892682
"^JKSE",2010-08-24,3128.43798828125,3145.11499023438,3099.9150390625,3114.93896484375,49021600,3114.81762695312,-0.00441885558385876
"^JKSE",2010-08-25,3114.74389648438,3140.15893554688,3102.51489257812,3138.90991210938,65868600,3138.78759765625,0.00766601980015461
"^JKSE",2010-08-26,3138.51904296875,3150.15893554688,3128.8701171875,3145.13500976562,69423400,3145.0126953125,0.00198123971738872
"^JKSE",2010-08-27,3145.037109375,3145.037109375,3089.68994140625,3104.73291015625,48185900,3104.6123046875,-0.012929125202131
"^JKSE",2010-08-30,3105.22094726562,3138.48803710938,3089.64111328125,3099.56494140625,38236500,3099.4443359375,-0.00166593225176428
"^JKSE",2010-08-31,3098.77099609375,3099.7509765625,3058.05102539062,3081.88403320312,35991000,3081.76391601562,-0.00572065109468182
"^JKSE",2010-09-01,3081.48706054688,3135.5400390625,3081.48706054688,3135.31591796875,38262900,3135.19384765625,0.0171888312239207
"^JKSE",2010-09-02,3135.70703125,3159.72412109375,3105.80810546875,3122.14892578125,40055000,3122.02758789062,-0.00420841729020116
"^JKSE",2010-09-03,3122.24609375,3164.36206054688,3122.24609375,3164.27709960938,36230200,3164.15405273438,0.0134031019615514
"^JKSE",2010-09-06,3164.47290039062,3217.36694335938,3164.47290039062,3217.14794921875,28435500,3217.02270507812,0.0165706120483366
"^JKSE",2010-09-07,3217.5390625,3239.4541015625,3214.19506835938,3230.88793945312,36835100,3230.76220703125,0.00426176630149634
"^JKSE",2010-09-15,3232.0791015625,3360.05395507812,3232.0791015625,3357.03198242188,46833300,3356.9013671875,0.0383002417258991
"^JKSE",2010-09-16,3357.1298828125,3358.12109375,3317.794921875,3341.63208007812,50943400,3341.50219726562,-0.00459791066712844
"^JKSE",2010-09-17,3341.43603515625,3390.55590820312,3341.43603515625,3384.65307617188,92721600,3384.521484375,0.0127920781667572
"^JKSE",2010-09-20,3384.55590820312,3392.05908203125,3344.90087890625,3370.98193359375,102815200,3370.85083007812,-0.00404733565994083
"^JKSE",2010-09-21,3371.47094726562,3405.84912109375,3342.2041015625,3365.037109375,100983500,3364.90625,-0.00176508579452259
"^JKSE",2010-09-22,3365.13403320312,3380.2041015625,3332.26904296875,3343.34301757812,112246400,3343.21264648438,-0.0064677811967193
"^JKSE",2010-09-23,3343.83203125,3351.38793945312,3313.31201171875,3337.19702148438,75105000,3337.06713867188,-0.00183997035920674
"^JKSE",2010-09-24,3338.7109375,3400.56298828125,3331.85888671875,3397.6259765625,49811300,3397.49365234375,0.0179457060239868
"^JKSE",2010-09-27,3397.82104492188,3472.02905273438,3397.82104492188,3468.03588867188,60521200,3467.90087890625,0.0205114618360458
"^JKSE",2010-09-28,3468.23193359375,3524.31591796875,3455.5009765625,3472.70703125,61810900,3472.57202148438,0.00134600671347625
"^JKSE",2010-09-29,3473.29296875,3513.35595703125,3473.29296875,3495.46411132812,61190500,3495.328125,0.00653174571085181
"^JKSE",2010-09-30,3495.76000976562,3514.76904296875,3487.712890625,3501.2958984375,55774300,3501.15991210938,0.001666996853321
"^JKSE",2010-10-01,3501.19897460938,3550.03491210938,3501.19897460938,3547.11499023438,50247800,3546.97705078125,0.013001437613964
"^JKSE",2010-10-04,3547.31005859375,3594.36694335938,3547.31005859375,3569.498046875,56368500,3569.35913085938,0.00629038851209165
"^JKSE",2010-10-05,3569.59497070312,3592.09106445312,3553.0869140625,3591.69506835938,68355200,3591.55517578125,0.00619927216454311
"^JKSE",2010-10-06,3592.083984375,3630.38598632812,3582.251953125,3603.40405273438,81232300,3603.26391601562,0.00325471394186516
"^JKSE",2010-10-07,3603.5,3605.53491210938,3540.61206054688,3586.18603515625,64812100,3586.04638671875,-0.00478971687807739
"^JKSE",2010-10-08,3585.89501953125,3585.89501953125,3532.01391601562,3546.9541015625,54248000,3546.81616210938,-0.0110000163829225
"^JKSE",2010-10-11,3547.72192382812,3575.23901367188,3536.51391601562,3548.74609375,54496100,3548.60791015625,0.000505092429576139
"^JKSE",2010-10-12,3548.93896484375,3565.40795898438,3535.78393554688,3547.248046875,64487400,3547.11010742188,-0.000422223262186331
"^JKSE",2010-10-13,3549.46997070312,3611.97900390625,3547.98095703125,3611.97900390625,85224100,3611.83837890625,0.0180837178632657
"^JKSE",2010-10-14,3612.1708984375,3645.61010742188,3603.0009765625,3618.47802734375,66365500,3618.33715820312,0.00179768032909336
"^JKSE",2010-10-15,3619.46606445312,3619.46606445312,3584.787109375,3597.03100585938,50094300,3596.89111328125,-0.00594471839659457
"^JKSE",2010-10-18,3596.83911132812,3596.83911132812,3557.27490234375,3566.91796875,49795600,3566.77905273438,-0.00840687575261645
"^JKSE",2010-10-19,3567.412109375,3599.82006835938,3567.412109375,3592.7880859375,64020700,3592.64819335938,0.00722661784619671
"^JKSE",2010-10-20,3592.5,3592.5,3537.08911132812,3578.9541015625,82157600,3578.81494140625,-0.00385791936506911
"^JKSE",2010-10-21,3579.14599609375,3610.55908203125,3579.14599609375,3588.01000976562,68012400,3587.87036132812,0.00252712665557839
"^JKSE",2010-10-22,3588.7509765625,3605.21411132812,3582.81103515625,3597.7451171875,51559900,3597.60522460938,0.00270955889976997
"^JKSE",2010-10-25,3598.2060546875,3644.71997070312,3598.2060546875,3643.49096679688,51321400,3643.34912109375,0.0126349859776464
"^JKSE",2010-10-26,3643.10791015625,3661.19604492188,3638.06396484375,3654.10205078125,53657000,3653.9599609375,0.00290810721755878
"^JKSE",2010-10-27,3652.18603515625,3667.01391601562,3602.1220703125,3624.46704101562,51160600,3624.32592773438,-0.00814313174781483
"^JKSE",2010-10-28,3623.89208984375,3643.52392578125,3614.63403320312,3638.82592773438,43195900,3638.68408203125,0.00395382796378194
"^JKSE",2010-10-29,3639.208984375,3647.56494140625,3615.22412109375,3635.32397460938,34923600,3635.18237304688,-0.000962848839400509
"^JKSE",2010-11-01,3635.51611328125,3663.78588867188,3621.56396484375,3645.14697265625,38168300,3645.00512695312,0.00269845291016469
"^JKSE",2010-11-02,3644.17504882812,3648.26196289062,3616.36889648438,3625.48803710938,49374100,3625.34692382812,-0.00540777619268293
"^JKSE",2010-11-03,3625.67993164062,3641.73291015625,3590.3740234375,3605.67309570312,47337100,3605.53295898438,-0.00548044515615059
"^JKSE",2010-11-04,3605.86499023438,3633.69189453125,3604.71997070312,3629.0458984375,41669600,3628.90478515625,0.00646131081753845
"^JKSE",2010-11-05,3629.71606445312,3665.84912109375,3629.71606445312,3655.30493164062,49451700,3655.16259765625,0.00720974251839301
